DATE,AT0000730007,AT0000BAWAG2,AT0000641352,AT0000652011,AT0000644505,AT0000APOST4,AT0000743059,AT0000606306,AT0000652250,AT0000946652,AT0000720008,AT0000821103,AT0000746409,AT0000908504,AT0000937503,AT0000831706,AT0000837307
2023-04-03,46.86,44.12,31.25,21.88,75.0,27.25,42.33,12.31,22.85,59.8,6.27,6.53,98.8,22.9,20.4,23.02,6.75
2023-04-06,46.66,44.14,31.25,21.66,74.0,27.4,41.66,12.57,22.85,59.4,6.34,6.51,109.6,22.7,19.95,22.86,6.75
2023-04-07,47.34,44.9,31.8,21.77,75.2,27.6,41.81,12.72,22.75,58.15,6.35,6.575,113.9,22.775,20.14,23.2,6.8
2023-04-08,47.4,44.46,31.65,22.22,75.4,27.675,41.6,12.93,22.75,58.0,6.35,6.57,114.1,22.775,20.3,23.04,6.84
2023-04-09,46.84,44.56,31.65,22.35,75.2,27.65,41.86,12.76,22.7,58.1,6.27,6.58,110.0,22.675,20.76,22.62,6.75
2023-04-10,47.2,44.86,31.45,22.33,75.8,27.65,39.6,12.47,22.75,54.7,6.26,6.59,109.5,22.6,20.2,22.82,6.75
2023-04-13,48.6,45.42,31.9,23.1,79.0,28.125,40.35,13.04,22.95,54.2,6.28,6.82,109.3,22.925,20.54,23.7,6.77
2023-04-14,48.9,45.92,32.0,23.42,80.5,28.85,40.96,13.325,22.8,57.0,6.3,7.015,107.1,23.3,21.24,23.94,6.84
2023-04-15,49.42,45.84,31.85,23.29,81.1,28.85,40.06,13.25,22.8,50.4,6.33,7.04,110.6,23.3,21.34,24.1,6.9
2023-04-16,50.25,46.49,31.95,24.3,83.8,28.925,41.1,13.41,22.85,51.0,6.4,7.12,110.2,23.5,22.3,24.88,6.8
2023-04-20,48.91,46.48,32.1,24.75,85.3,29.25,41.11,13.54,22.55,51.8,6.43,7.21,105.6,23.75,22.14,24.74,6.89
2023-04-21,48.9,46.01,31.725,24.975,83.4,29.625,41.31,13.34,22.6,52.2,6.36,7.02,105.9,23.35,22.68,24.42,6.86
2023-04-22,48.38,46.0,31.75,24.92,83.0,28.55,40.17,12.98,22.6,50.5,6.32,7.0,106.3,23.3,22.22,24.6,6.86
2023-04-23,47.22,45.8,31.2,24.8,81.6,28.0,40.5,12.81,22.75,52.55,6.4,6.93,106.0,23.15,21.54,22.24,6.76
2023-04-24,46.82,45.84,31.4,24.95,82.6,28.45,40.62,12.93,22.8,52.5,6.46,6.84,105.6,22.75,21.96,23.12,6.78
2023-04-27,46.18,45.98,31.35,25.05,82.0,29.0,40.27,12.96,22.8,52.3,6.305,6.8,104.6,22.55,22.0,22.5,6.67
2023-04-28,46.26,45.0,31.25,25.15,81.6,28.85,41.13,12.88,22.75,53.25,6.315,6.775,106.0,22.45,21.0,22.54,6.68
2023-04-29,45.86,44.89,31.4,24.37,79.7,28.45,40.83,12.55,22.8,55.6,6.14,6.72,104.4,22.35,21.9,22.21,6.67
2023-04-30,45.92,44.2,31.3,24.0,79.0,28.3,40.6,12.55,22.85,54.4,6.225,6.66,107.8,22.15,21.8,21.7,6.7
2023-05-01,45.6,44.84,31.55,24.34,79.4,28.6,41.13,12.01,22.85,54.9,6.19,6.7,107.4,22.55,22.0,22.08,7.18
2023-05-04,45.54,44.94,31.775,24.7,78.6,28.15,41.33,11.84,22.8,56.0,6.08,6.675,107.95,22.5,21.92,22.48,6.96
2023-05-05,42.4,44.16,31.15,24.595,75.7,27.7,40.1,11.56,22.85,53.3,6.05,6.54,106.7,21.9,21.34,21.5,6.85
2023-05-06,41.66,44.08,31.05,24.91,73.6,27.7,42.1,11.6,22.85,53.7,6.17,6.62,110.6,22.075,20.86,21.1,6.98
2023-05-07,40.96,44.18,31.1,24.43,75.0,27.85,41.45,11.0,22.85,53.1,6.11,6.585,110.45,21.9,20.74,20.52,6.77
2023-05-08,41.52,44.22,31.4,24.46,75.2,27.85,41.85,10.99,22.8,52.1,6.09,6.59,107.4,21.9,21.4,21.34,6.87
2023-05-11,41.96,43.96,31.7,23.88,72.9,28.2,41.505,10.48,22.85,51.6,6.03,6.54,106.4,21.45,20.96,21.54,7.03
2023-05-12,41.94,43.64,31.0,24.54,75.6,28.2,41.9,10.71,22.8,50.65,6.05,6.54,103.8,21.4,20.72,21.54,6.73
2023-05-13,41.9,41.22,31.0,24.35,75.2,27.475,42.49,10.69,22.85,53.0,6.08,6.535,104.9,21.45,20.74,21.48,6.72
2023-05-14,41.98,41.68,31.2,24.915,74.7,28.25,42.27,10.79,22.85,52.0,6.12,6.6,105.2,21.6,20.84,21.61,6.7
2023-05-15,41.16,39.89,31.35,24.225,74.3,27.425,41.34,10.49,22.8,51.9,6.12,6.555,104.1,21.4,20.36,21.1,6.56
2023-05-18,40.64,38.64,31.15,23.88,71.5,26.575,40.16,10.22,22.75,49.55,6.14,6.54,107.8,21.4,19.53,20.76,6.65
2023-05-19,40.0,37.92,30.925,23.5,71.1,26.375,38.83,10.13,22.8,49.625,6.09,6.48,106.2,21.225,19.1,20.44,6.63
2023-05-20,40.02,38.22,30.8,23.75,72.0,26.7,39.91,10.46,22.7,51.7,6.105,6.58,106.9,21.55,20.4,20.5,6.48
2023-05-21,41.44,39.01,30.75,24.01,74.2,26.5,39.6,10.55,22.7,53.6,6.06,6.65,104.6,21.75,20.38,20.9,6.4
2023-05-22,40.06,38.98,30.35,23.95,75.6,26.75,40.14,10.53,22.7,55.0,6.05,6.625,105.8,21.6,20.42,20.62,6.63
2023-05-25,39.86,39.62,30.45,24.5,78.3,27.0,41.55,10.93,22.65,55.4,6.1,6.73,102.8,22.0,21.14,20.8,6.7
2023-05-26,39.34,39.32,30.7,23.24,77.3,26.95,38.88,10.44,22.65,53.9,6.01,6.61,100.1,21.6,20.96,19.97,6.89
2023-05-27,38.4,38.4,30.5,22.52,76.0,26.725,38.89,10.11,22.7,51.3,5.97,6.49,98.8,20.95,19.86,19.04,6.9
2023-05-28,37.94,39.4,30.525,22.88,76.1,26.9,39.77,10.02,22.7,53.95,5.94,6.475,96.9,20.9,20.0,19.69,6.93
2023-05-29,38.34,40.46,30.05,23.72,78.2,27.0,43.52,10.29,22.65,55.8,6.09,6.72,97.025,21.975,20.94,20.62,7.0
2023-06-01,38.48,39.66,30.025,23.96,78.9,27.4,42.23,10.31,22.65,52.1,6.07,6.74,97.35,21.95,20.48,20.88,7.04
2023-06-02,38.44,40.16,30.25,24.2,77.1,27.2,44.76,10.33,22.75,54.0,6.36,6.73,93.35,21.8,20.3,20.48,7.0
2023-06-03,39.76,42.72,30.5,25.13,78.0,27.2,45.43,10.74,22.65,56.2,6.395,6.8,95.25,22.05,20.82,20.42,6.91
2023-06-04,40.68,43.94,30.55,26.09,80.3,27.725,46.14,10.78,22.7,56.7,6.44,6.86,96.95,22.2,20.96,20.42,6.95
2023-06-05,40.78,44.7,30.6,26.0,80.2,27.775,45.37,10.83,22.7,56.5,6.48,6.85,95.1,22.1,21.3,20.86,6.86
2023-06-08,40.44,43.98,30.45,26.13,79.2,27.725,44.75,10.54,22.6,54.6,6.47,6.78,95.05,22.1,21.08,20.59,6.83
2023-06-09,39.94,42.84,30.1,25.53,75.8,27.125,43.2,10.52,22.65,53.4,6.49,6.72,96.5,21.6,20.02,20.23,6.71
2023-06-10,41.04,45.16,30.5,27.29,77.7,27.525,43.73,11.18,22.5,55.4,6.46,6.92,95.45,22.45,21.26,20.94,6.83
2023-06-11,41.98,45.24,30.45,27.68,79.4,27.45,45.22,11.37,22.5,57.6,6.36,6.95,96.25,22.6,24.26,21.66,7.0
2023-06-12,41.5,44.5,30.55,27.225,80.3,27.85,44.77,11.16,22.5,57.95,6.35,7.0,95.95,22.825,24.37,21.82,7.1
2023-06-15,41.66,43.92,30.25,26.63,80.1,27.7,44.07,10.78,22.55,56.1,6.3,6.88,94.6,22.5,24.42,22.46,6.83
2023-06-16,41.52,43.44,29.8,26.21,80.7,27.475,45.54,10.65,22.6,56.4,6.42,6.87,92.45,22.5,24.49,22.5,6.81
